Region,Farm,Codfrm,Date,Latitude,Longitude,Elevation,Collector,Order,Family,Tribe,Genus,Species,Codsp,Common name,Abundance,Report
Pérez Zeledón,Allan Quirós,ALLQUI,2021-03-29T00:00:00Z,9.21380667,-83.57843,700,R. Montoya/  M. Jimenez,Hymenoptera,Apidae,Apini,Apis,mellifera,APIMEL,"Abeja melifera, abeja de castilla",5,3
Pérez Zeledón,Allan Quirós,ALLQUI,2021-03-29T00:00:00Z,9.21380667,-83.57843,700,R. Montoya,Hymenoptera,Apidae,Meliponini,Melipona,costaricensis,MELCOS,"Jicote barcino, ocular",1,3
Pérez Zeledón,Allan Quirós,ALLQUI,2021-03-29T00:00:00Z,9.21380667,-83.57843,700,R. Montoya,Hymenoptera,Apidae,Meliponini,Partamona,orizabaensis,PARORI,"Enreda pelo, atarrá de suelo",1,3
Pérez Zeledón,Allan Quirós,ALLQUI,2021-03-29T00:00:00Z,9.21380667,-83.57843,700,R. Montoya/  M. Jimenez,Hymenoptera,Apidae,Meliponini,Tetragona,perangulata,TETPER,"Mariolón sin piquera, cebrita",1,3
Pérez Zeledón,Allan Quirós,ALLQUI,2021-03-29T00:00:00Z,9.21380667,-83.57843,700,R. Montoya,Hymenoptera,Apidae,Meliponini,Trigona,fulviventris,TRIFUL,"Culo de buey, culo de señora",2,3
Pérez Zeledón,Allan Quirós,ALLQUI,2021-03-29T00:00:00Z,9.21380667,-83.57843,700,R. Montoya,Hymenoptera,Halictidae,Unknown,Unknown,Unknown,HLCSPP,Unknown,1,3
Pérez Zeledón,Aurea Torres,AURTOR,2021-04-01T00:00:00Z,9.51434667,-83.667676,1506,R. Montoya/  M. Jimenez,Hymenoptera,Apidae,Apini,Apis,mellifera,APIMEL,"Abeja melifera, abeja de castilla",9,3
Pérez Zeledón,Aurea Torres,AURTOR,2021-04-01T00:00:00Z,9.51434667,-83.667676,1506,R. Montoya,Hymenoptera,Apidae,Meliponini,Tetragonisca,angustula,TETANG,"Mariola, mariaseca, mariquita",1,3
Pérez Zeledón,Aurea Torres,AURTOR,2021-04-01T00:00:00Z,9.51434667,-83.667676,1506,M.Jimenez,Hymenoptera,Apidae,Meliponini,Trigona,corvina,TRICOR,"Atarrá, arragre, enredapelos",2,3
Pérez Zeledón,Aurea Torres,AURTOR,2021-04-01T00:00:00Z,9.51434667,-83.667676,1506,R. Montoya,Hymenoptera,Halictidae,Unknown,Unknown,Unknown,HLCSPP,Unknown,1,3
Pérez Zeledón,Carlos Hernández,CARHER,2021-03-31T00:00:00Z,9.43384,-83.742755,1317,R. Montoya/  M. Jimenez,Hymenoptera,Apidae,Apini,Apis,mellifera,APIMEL,"Abeja melifera, abeja de castilla",20,3
Pérez Zeledón,Carlos Hernández,CARHER,2021-03-31T00:00:00Z,9.43384,-83.742755,1317,R. Montoya/  M. Jimenez,Hymenoptera,Apidae,Meliponini,Melipona,costaricensis,MELCOS,"Jicote barcino, ocular",2,3
Pérez Zeledón,Carlos Hernández,CARHER,2021-03-31T00:00:00Z,9.43384,-83.742755,1317,R. Montoya/  M. Jimenez,Hymenoptera,Apidae,Meliponini,Partamona,orizabaensis,PARORI,"Enreda pelo, atarrá de suelo",5,3
Pérez Zeledón,Carlos Hernández,CARHER,2021-03-31T00:00:00Z,9.43384,-83.742755,1317,R. Montoya,Hymenoptera,Apidae,Meliponini,Plebeia,pulchra,PLEPUL,Chupa ojos,1,3
Pérez Zeledón,Carlos Hernández,CARHER,2021-03-31T00:00:00Z,9.43384,-83.742755,1317,R. Montoya/  M. Jimenez,Hymenoptera,Apidae,Meliponini,Tetragonisca,angustula,TETANG,"Mariola, mariaseca, mariquita",6,3
Pérez Zeledón,Carlos Hernández,CARHER,2021-03-31T00:00:00Z,9.43384,-83.742755,1317,R. Montoya,Hymenoptera,Halictidae,Unknown,Unknown,Unknown,HLCSPP,Unknown,7,3
Pérez Zeledón,Danilo Cordero Retana,DANCOR,2021-03-30T00:00:00Z,9.22993167,-83.686553,1060,R. Montoya/  M. Jimenez,Hymenoptera,Apidae,Apini,Apis,mellifera,APIMEL,"Abeja melifera, abeja de castilla",25,3
Pérez Zeledón,Danilo Cordero Retana,DANCOR,2021-03-30T00:00:00Z,9.22993167,-83.686553,1060,R. Montoya,Hymenoptera,Apidae,Meliponini,Oxytrigona,mellicolor,OXYMEL,"Peladora, mea fuego",14,3
Pérez Zeledón,Danilo Cordero Retana,DANCOR,2021-03-30T00:00:00Z,9.22993167,-83.686553,1060,R. Montoya/  M. Jimenez,Hymenoptera,Apidae,Meliponini,Partamona,orizabaensis,PARORI,"Enreda pelo, atarrá de suelo",6,3
Pérez Zeledón,Danilo Cordero Retana,DANCOR,2021-03-30T00:00:00Z,9.22993167,-83.686553,1060,R. Montoya,Hymenoptera,Apidae,Meliponini,Scaura,argyrea,SCAARG,Mariola negra,1,3
Pérez Zeledón,Danilo Cordero Retana,DANCOR,2021-03-30T00:00:00Z,9.22993167,-83.686553,1060,R. Montoya,Hymenoptera,Apidae,Meliponini,Tetragonisca,angustula,TETANG,"Mariola, mariaseca, mariquita",6,3
Pérez Zeledón,Danilo Cordero Retana,DANCOR,2021-03-30T00:00:00Z,9.22993167,-83.686553,1060,R. Montoya,Hymenoptera,Apidae,Meliponini,Trigonisca,pipioli,TRIPIP,Chupa ojos,1,3
Pérez Zeledón,Danilo Cordero Retana,DANCOR,2021-03-30T00:00:00Z,9.22993167,-83.686553,1060,R. Montoya,Hymenoptera,Apidae,Unknown,Unknown,Unknown,APISPP,Unknown,1,3
Pérez Zeledón,Danilo Cordero Retana,DANCOR,2021-03-30T00:00:00Z,9.22993167,-83.686553,1060,R. Montoya,Hymenoptera,Halictidae,Unknown,Unknown,Unknown,HLCSPP,Unknown,1,3
Pérez Zeledón,Eduardo Corrales,EDUCOR,2021-03-25T00:00:00Z,9.29165333,-83.56731,675,R. Montoya/ A.Zuñiga,Hymenoptera,Apidae,Apini,Apis,mellifera,APIMEL,"Abeja melifera, abeja de castilla",4,2
Pérez Zeledón,Eduardo Corrales,EDUCOR,2021-03-25T00:00:00Z,9.29165333,-83.56731,675,A. Zuñiga,Hymenoptera,Apidae,Meliponini,Nannotrigona,melleria,NANMEL,Chicopipe,1,2
Pérez Zeledón,Eduardo Corrales,EDUCOR,2021-03-25T00:00:00Z,9.29165333,-83.56731,675,A. Zuñiga,Hymenoptera,Apidae,Meliponini,Tetragona,ziegleri,TETZIE,"Mariolón, miel de leche, baba de buey",1,2
Pérez Zeledón,Eduardo Corrales,EDUCOR,2021-03-25T00:00:00Z,9.29165333,-83.56731,675,R. Montoya/ A.Zuñiga,Hymenoptera,Apidae,Meliponini,Tetragonisca,angustula,TETANG,"Mariola, mariaseca, mariquita",2,2
Pérez Zeledón,Eduardo Corrales,EDUCOR,2021-03-25T00:00:00Z,9.29165333,-83.56731,675,R. Montoya/ A.Zuñiga,Hymenoptera,Halictidae,Unknown,Unknown,Unknown,HLCSPP,Unknown,2,2
Pérez Zeledón,Eladio Montero,ELAMON,2021-03-31T00:00:00Z,9.47828,-83.77441167,1172,R. Montoya/  M. Jimenez,Hymenoptera,Apidae,Apini,Apis,mellifera,APIMEL,"Abeja melifera, abeja de castilla",18,4
Pérez Zeledón,Eladio Montero,ELAMON,2021-03-31T00:00:00Z,9.47828,-83.77441167,1172,R. Montoya,Hymenoptera,Apidae,Meliponini,Partamona,orizabaensis,PARORI,"Enreda pelo, atarrá de suelo",2,4
Pérez Zeledón,Eladio Montero,ELAMON,2021-03-31T00:00:00Z,9.47828,-83.77441167,1172,R. Montoya/  M. Jimenez,Hymenoptera,Apidae,Meliponini,Trigona,corvina,TRICOR,"Atarrá, arragre, enredapelos",2,4
Pérez Zeledón,Elvis Talavera,ELVTAL,2021-03-30T00:00:00Z,9.35622333,-83.7671183,1172,R. Montoya/  M. Jimenez,Hymenoptera,Apidae,Apini,Apis,mellifera,APIMEL,"Abeja melifera, abeja de castilla",25,4
Pérez Zeledón,Elvis Talavera,ELVTAL,2021-03-30T00:00:00Z,9.35622333,-83.7671183,1172,M.Jimenez,Hymenoptera,Apidae,Euglossini,Eulaema,cingulata,EULCIN,"Chiquizá, abeja de las orquídeas",1,4
Pérez Zeledón,Elvis Talavera,ELVTAL,2021-03-30T00:00:00Z,9.35622333,-83.7671183,1172,M.Jimenez,Hymenoptera,Apidae,Meliponini,Melipona,falax,MELFAL,Jicote congo,1,4
Pérez Zeledón,Gabriel Calderón,GABCAL,2021-03-23T00:00:00Z,9.292225,-83.51470833,693,A. Zuñiga,Hymenoptera,Apidae,Apini,Apis,mellifera,APIMEL,"Abeja melifera, abeja de castilla",1,1
Pérez Zeledón,Gabriel Calderón,GABCAL,2021-03-23T00:00:00Z,9.292225,-83.51470833,693,R. Montoya,Hymenoptera,Apidae,Meliponini,Partamona,orizabaensis,PARORI,"Enreda pelo, atarrá de suelo",1,1
Pérez Zeledón,Gabriel Calderón,GABCAL,2021-03-23T00:00:00Z,9.292225,-83.51470833,693,R. Montoya,Hymenoptera,Apidae,Meliponini,Plebeia,frontalis,PLEFRO,Chupa ojos,2,1
Pérez Zeledón,Gabriel Calderón,GABCAL,2021-03-23T00:00:00Z,9.292225,-83.51470833,693,A. Zuñiga,Hymenoptera,Apidae,Meliponini,Tetragona,ziegleri,TETZIE,"Mariolón, miel de leche, baba de buey",1,1
Pérez Zeledón,Gabriel Calderón,GABCAL,2021-03-23T00:00:00Z,9.292225,-83.51470833,693,R. Montoya/ A.Zuñiga/ M. Jimenez,Hymenoptera,Apidae,Meliponini,Tetragonisca,angustula,TETANG,"Mariola, mariaseca, mariquita",13,1
Pérez Zeledón,Gabriel Calderón,GABCAL,2021-03-23T00:00:00Z,9.292225,-83.51470833,693,A. Zuñiga,Hymenoptera,Apidae,Meliponini,Trigona,fulviventris,TRIFUL,"Culo de buey, culo de señora",1,1
Pérez Zeledón,Gabriel Calderón,GABCAL,2021-03-23T00:00:00Z,9.292225,-83.51470833,693,R. Montoya/ A.Zuñiga,Hymenoptera,Apidae,Meliponini,Trigonisca,pipioli,TRIPIP,Chupa ojos,3,1
Pérez Zeledón,Gabriel Calderón,GABCAL,2021-03-23T00:00:00Z,9.292225,-83.51470833,693,R. Montoya,Hymenoptera,Halictidae,Unknown,Unknown,Unknown,HLCSPP,Unknown,1,1
Pérez Zeledón,Gerardo Corrales,GERCOR,2021-03-23T00:00:00Z,9.31906863,-83.57891,873,A. Zuñiga,Hymenoptera,Apidae,Apini,Apis,mellifera,APIMEL,"Abeja melifera, abeja de castilla",1,1
Pérez Zeledón,Gerardo Corrales,GERCOR,2021-03-23T00:00:00Z,9.31906863,-83.57891,873,R. Montoya,Hymenoptera,Apidae,Meliponini,Cephalotrigona,zexmeniae,CEPZEX,"Tamagá, tamagá amarillo",1,1
Pérez Zeledón,Gerardo Corrales,GERCOR,2021-03-23T00:00:00Z,9.31906863,-83.57891,873,R. Montoya,Hymenoptera,Apidae,Meliponini,Partamona,orizabaensis,PARORI,"Enreda pelo, atarrá de suelo",1,1
Pérez Zeledón,Gerardo Corrales,GERCOR,2021-03-23T00:00:00Z,9.31906863,-83.57891,873,R. Montoya,Hymenoptera,Apidae,Meliponini,Tetragonisca,angustula,TETANG,"Mariola, mariaseca, mariquita",6,1
Pérez Zeledón,Gerardo Corrales,GERCOR,2021-03-23T00:00:00Z,9.31906863,-83.57891,873,R. Montoya/ A.Zuñiga,Hymenoptera,Apidae,Meliponini,Trigona,fulviventris,TRIFUL,"Culo de buey, culo de señora",3,1
Pérez Zeledón,Gerardo Corrales,GERCOR,2021-03-23T00:00:00Z,9.31906863,-83.57891,873,R. Montoya,Hymenoptera,Apidae,Meliponini,Trigona,nigerrima,TRINIG,"Atarrá, enredapelos",2,1
Pérez Zeledón,Gerardo Corrales,GERCOR,2021-03-23T00:00:00Z,9.31906863,-83.57891,873,R. Montoya,Hymenoptera,Unknown,Unknown,Unknown,Unknown,HYMSPP,Unknown,1,1
Pérez Zeledón,German Calderón,GERCAL,2021-03-23T00:00:00Z,9.30985,-83.58120333,790,R. Montoya/ A.Zuñiga/ M. Jimenez,Hymenoptera,Apidae,Apini,Apis,mellifera,APIMEL,"Abeja melifera, abeja de castilla",10,2
Pérez Zeledón,German Calderón,GERCAL,2021-03-23T00:00:00Z,9.30985,-83.58120333,790,A. Zuñiga,Hymenoptera,Apidae,Meliponini,Tetragonisca,angustula,TETANG,"Mariola, mariaseca, mariquita",1,2
Pérez Zeledón,German Calderón,GERCAL,2021-03-23T00:00:00Z,9.30985,-83.58120333,790,A. Zuñiga,Hymenoptera,Apidae,Meliponini,Trigona,silvestriana,TRISIL,"Atarrá, arragre",1,2
Pérez Zeledón,Herberth Von Schroter,HERVON,2021-03-23T00:00:00Z,9.282155,-83.50505167,691,R. Montoya/ A.Zuñiga/ M. Jimenez,Hymenoptera,Apidae,Apini,Apis,mellifera,APIMEL,"Abeja melifera, abeja de castilla",11,2
Pérez Zeledón,Herberth Von Schroter,HERVON,2021-03-23T00:00:00Z,9.282155,-83.50505167,691,R. Montoya,Hymenoptera,Apidae,Meliponini,Partamona,orizabaensis,PARORI,"Enreda pelo, atarrá de suelo",1,2
Pérez Zeledón,Herberth Von Schroter,HERVON,2021-03-23T00:00:00Z,9.282155,-83.50505167,691,R. Montoya/ A.Zuñiga,Hymenoptera,Apidae,Meliponini,Tetragonisca,angustula,TETANG,"Mariola, mariaseca, mariquita",2,2
Pérez Zeledón,Herberth Von Schroter,HERVON,2021-03-23T00:00:00Z,9.282155,-83.50505167,691,R. Montoya,Hymenoptera,Apidae,Meliponini,Trigona,corvina,TRICOR,"Atarrá, arragre, enredapelos",1,2
Pérez Zeledón,Herberth Von Schroter,HERVON,2021-03-23T00:00:00Z,9.282155,-83.50505167,691,R. Montoya,Hymenoptera,Apidae,Meliponini,Trigona,fulviventris,TRIFUL,"Culo de buey, culo de señora",1,2
Pérez Zeledón,Herberth Von Schroter,HERVON,2021-03-23T00:00:00Z,9.282155,-83.50505167,691,R. Montoya/ A.Zuñiga,Hymenoptera,Apidae,Meliponini,Trigona,nigerrima,TRINIG,"Atarrá, enredapelos",3,2
Pérez Zeledón,Herberth Von Schroter,HERVON,2021-03-23T00:00:00Z,9.282155,-83.50505167,691,A. Zuñiga,Hymenoptera,Apidae,Meliponini,Trigonisca,pipioli,TRIPIP,Chupa ojos,1,2
Pérez Zeledón,Jaime Rojas,JAIROJ,2021-03-31T00:00:00Z,9.398745,-83.79326,1228,R. Montoya/  M. Jimenez,Hymenoptera,Apidae,Apini,Apis,mellifera,APIMEL,"Abeja melifera, abeja de castilla",10,3
Pérez Zeledón,Jaime Rojas,JAIROJ,2021-03-31T00:00:00Z,9.398745,-83.79326,1228,R. Montoya,Hymenoptera,Halictidae,Unknown,Unknown,Unknown,HLCSPP,Unknown,1,3
Pérez Zeledón,José Gabriel Ureña,JOSURE,2021-03-29T00:00:00Z,9.19154,-83.611275,775,R. Montoya/  M. Jimenez,Hymenoptera,Apidae,Apini,Apis,mellifera,APIMEL,"Abeja melifera, abeja de castilla",13,3
Pérez Zeledón,José Gabriel Ureña,JOSURE,2021-03-29T00:00:00Z,9.19154,-83.611275,775,M.Jimenez,Hymenoptera,Apidae,Meliponini,Trigona,corvina,TRICOR,"Atarrá, arragre, enredapelos",1,3
Pérez Zeledón,José Gabriel Ureña,JOSURE,2021-03-29T00:00:00Z,9.19154,-83.611275,775,R. Montoya,Hymenoptera,Apidae,Meliponini,Trigona,fulviventris,TRIFUL,"Culo de buey, culo de señora",1,3
Pérez Zeledón,José Gabriel Ureña,JOSURE,2021-03-29T00:00:00Z,9.19154,-83.611275,775,R. Montoya,Hymenoptera,Apidae,Meliponini,Trigonisca,pipioli,TRIPIP,Chupa ojos,2,3
Pérez Zeledón,José Gabriel Ureña,JOSURE,2021-03-29T00:00:00Z,9.19154,-83.611275,775,R. Montoya/  M. Jimenez,Hymenoptera,Halictidae,Unknown,Unknown,Unknown,HLCSPP,Unknown,2,3
Pérez Zeledón,Luis Herrera,LUIHER,2021-03-29T00:00:00Z,9.20636167,-83.54410333,661,R. Montoya/  M. Jimenez,Hymenoptera,Apidae,Apini,Apis,mellifera,APIMEL,"Abeja melifera, abeja de castilla",3,3
Pérez Zeledón,Luis Herrera,LUIHER,2021-03-29T00:00:00Z,9.20636167,-83.54410333,661,R. Montoya,Hymenoptera,Apidae,Meliponini,Cephalotrigona,zexmeniae,CEPZEX,"Tamagá, tamagá amarillo",1,3
Pérez Zeledón,Luis Herrera,LUIHER,2021-03-29T00:00:00Z,9.20636167,-83.54410333,661,R. Montoya,Hymenoptera,Apidae,Meliponini,Trigona,corvina,TRICOR,"Atarrá, arragre, enredapelos",1,3
Pérez Zeledón,Luis Herrera,LUIHER,2021-03-29T00:00:00Z,9.20636167,-83.54410333,661,R. Montoya,Hymenoptera,Apidae,Meliponini,Trigona,nigerrima,TRINIG,"Atarrá, enredapelos",2,3
Pérez Zeledón,Luis Mario Bonilla,LUIBON,2021-03-31T00:00:00Z,9.49278167,-83.76124167,1393,R. Montoya/  M. Jimenez,Hymenoptera,Apidae,Apini,Apis,mellifera,APIMEL,"Abeja melifera, abeja de castilla",5,3
Pérez Zeledón,Luis Mario Bonilla,LUIBON,2021-03-31T00:00:00Z,9.49278167,-83.76124167,1393,R. Montoya,Hymenoptera,Apidae,Meliponini,Partamona,orizabaensis,PARORI,"Enreda pelo, atarrá de suelo",1,3
Pérez Zeledón,Luis Mario Bonilla,LUIBON,2021-03-31T00:00:00Z,9.49278167,-83.76124167,1393,R. Montoya/  M. Jimenez,Hymenoptera,Apidae,Meliponini,Trigona,corvina,TRICOR,"Atarrá, arragre, enredapelos",4,3
Pérez Zeledón,Luis Torres 1,LUITO1,2021-04-01T00:00:00Z,9.499965,-83.661975,1425,R. Montoya/  M. Jimenez,Hymenoptera,Apidae,Apini,Apis,mellifera,APIMEL,"Abeja melifera, abeja de castilla",8,3
Pérez Zeledón,Luis Torres 1,LUITO1,2021-04-01T00:00:00Z,9.499965,-83.661975,1425,R. Montoya/  M. Jimenez,Hymenoptera,Apidae,Meliponini,Partamona,orizabaensis,PARORI,"Enreda pelo, atarrá de suelo",8,3
Pérez Zeledón,Luis Torres 1,LUITO1,2021-04-01T00:00:00Z,9.499965,-83.661975,1425,M.Jimenez,Hymenoptera,Apidae,Meliponini,Scaptotrigona,subobscuripennis,SCASUB,"Soncuano negro, picúsaro",1,3
Pérez Zeledón,Luis Torres 1,LUITO1,2021-04-01T00:00:00Z,9.499965,-83.661975,1425,R. Montoya,Hymenoptera,Apidae,Meliponini,Tetragonisca,angustula,TETANG,"Mariola, mariaseca, mariquita",3,3
Pérez Zeledón,Luis Torres 1,LUITO1,2021-04-01T00:00:00Z,9.499965,-83.661975,1425,R. Montoya/  M. Jimenez,Hymenoptera,Apidae,Meliponini,Trigona,corvina,TRICOR,"Atarrá, arragre, enredapelos",16,3
Pérez Zeledón,Luis Torres 2,LUITO2,2021-04-01T00:00:00Z,9.50071667,-83.6585816,1501,R. Montoya/  M. Jimenez,Hymenoptera,Apidae,Apini,Apis,mellifera,APIMEL,"Abeja melifera, abeja de castilla",16,3
Pérez Zeledón,Luis Torres 2,LUITO2,2021-04-01T00:00:00Z,9.50071667,-83.6585816,1501,R. Montoya,Hymenoptera,Apidae,Meliponini,Partamona,orizabaensis,PARORI,"Enreda pelo, atarrá de suelo",1,3
Pérez Zeledón,Luis Torres 2,LUITO2,2021-04-01T00:00:00Z,9.50071667,-83.6585816,1501,M.Jimenez,Hymenoptera,Apidae,Meliponini,Scaptotrigona,subobscuripennis,SCASUB,"Soncuano negro, picúsaro",1,3
Pérez Zeledón,Luis Torres 2,LUITO2,2021-04-01T00:00:00Z,9.50071667,-83.6585816,1501,R. Montoya,Hymenoptera,Apidae,Meliponini,Tetragonisca,angustula,TETANG,"Mariola, mariaseca, mariquita",2,3
Pérez Zeledón,Luis Torres 2,LUITO2,2021-04-01T00:00:00Z,9.50071667,-83.6585816,1501,R. Montoya,Hymenoptera,Apidae,Meliponini,Trigona,corvina,TRICOR,"Atarrá, arragre, enredapelos",5,3
Pérez Zeledón,Luis Torres 2,LUITO2,2021-04-01T00:00:00Z,9.50071667,-83.6585816,1501,R. Montoya,Hymenoptera,Megachilidae,Unknown,Unknown,Unknown,MEGSPP,Unknown,1,3
Pérez Zeledón,Mario Piedra,MARPIE,2021-03-24T00:00:00Z,9.29442,-83.47321333,1003,R. Montoya/ A.Zuñiga/ M. Jimenez,Hymenoptera,Apidae,Apini,Apis,mellifera,APIMEL,"Abeja melifera, abeja de castilla",30,1
Pérez Zeledón,Mario Piedra,MARPIE,2021-03-24T00:00:00Z,9.29442,-83.47321333,1003,R. Montoya/ A.Zuñiga,Hymenoptera,Apidae,Meliponini,Oxytrigona,mellicolor,OXYMEL,"Peladora, mea fuego",3,1
Pérez Zeledón,Mario Piedra,MARPIE,2021-03-24T00:00:00Z,9.29442,-83.47321333,1003,R. Montoya/ A.Zuñiga,Hymenoptera,Apidae,Meliponini,Partamona,orizabaensis,PARORI,"Enreda pelo, atarrá de suelo",6,1
Pérez Zeledón,Mario Piedra,MARPIE,2021-03-24T00:00:00Z,9.29442,-83.47321333,1003,R. Montoya/ A.Zuñiga/ M. Jimenez,Hymenoptera,Apidae,Meliponini,Tetragonisca,angustula,TETANG,"Mariola, mariaseca, mariquita",4,1
Pérez Zeledón,Mario Piedra,MARPIE,2021-03-24T00:00:00Z,9.29442,-83.47321333,1003,R. Montoya/ A.Zuñiga,Hymenoptera,Apidae,Meliponini,Trigona,corvina,TRICOR,"Atarrá, arragre, enredapelos",3,1
Pérez Zeledón,Mario Piedra,MARPIE,2021-03-24T00:00:00Z,9.29442,-83.47321333,1003,A. Zuñiga,Hymenoptera,Apidae,Meliponini,Trigona,fulviventris,TRIFUL,"Culo de buey, culo de señora",2,1
Pérez Zeledón,Mario Piedra,MARPIE,2021-03-24T00:00:00Z,9.29442,-83.47321333,1003,A. Zuñiga,Diptera,Unknown,Unknown,Unknown,Unknown,DIPSPP,Unknown,1,1
Pérez Zeledón,Michael Ceciliano,MICCEC,2021-04-01T00:00:00Z,9.21816667,-83.6758183,1042,R. Montoya/  M. Jimenez,Hymenoptera,Apidae,Apini,Apis,mellifera,APIMEL,"Abeja melifera, abeja de castilla",32,3
Pérez Zeledón,Michael Ceciliano,MICCEC,2021-04-01T00:00:00Z,9.21816667,-83.6758183,1042,R. Montoya,Hymenoptera,Apidae,Meliponini,Plebeia,pulchra,PLEPUL,Chupa ojos,1,3
Pérez Zeledón,Michael Ceciliano,MICCEC,2021-04-01T00:00:00Z,9.21816667,-83.6758183,1042,R. Montoya/  M. Jimenez,Hymenoptera,Apidae,Meliponini,Trigona,corvina,TRICOR,"Atarrá, arragre, enredapelos",4,3
Pérez Zeledón,Michael Ceciliano,MICCEC,2021-04-01T00:00:00Z,9.21816667,-83.6758183,1042,R. Montoya,Hymenoptera,Apidae,Xylocopini,Xylocopa,Unknown,XYLSPP,"Chiquizá, carpintera",1,3
Pérez Zeledón,Miguel Chacón,MIGCHA,2021-03-24T00:00:00Z,9.29306948,-83.47847155,980,R. Montoya/ A.Zuñiga/ M. Jimenez,Hymenoptera,Apidae,Apini,Apis,mellifera,APIMEL,"Abeja melifera, abeja de castilla",23,1
Pérez Zeledón,Miguel Chacón,MIGCHA,2021-03-24T00:00:00Z,9.29306948,-83.47847155,980,R. Montoya,Hymenoptera,Apidae,Bombini,Bombus,melaleucus,BOMMEL,Chiquizá,1,1
Pérez Zeledón,Miguel Chacón,MIGCHA,2021-03-24T00:00:00Z,9.29306948,-83.47847155,980,R. Montoya/ A.Zuñiga,Hymenoptera,Apidae,Meliponini,Partamona,orizabaensis,PARORI,"Enreda pelo, atarrá de suelo",12,1
Pérez Zeledón,Miguel Chacón,MIGCHA,2021-03-24T00:00:00Z,9.29306948,-83.47847155,980,R. Montoya/ A.Zuñiga/ M. Jimenez,Hymenoptera,Apidae,Meliponini,Tetragonisca,angustula,TETANG,"Mariola, mariaseca, mariquita",9,1
Pérez Zeledón,Miguel Chacón,MIGCHA,2021-03-24T00:00:00Z,9.29306948,-83.47847155,980,A. Zuñiga,Hymenoptera,Apidae,Meliponini,Tetragonisca,buchwaldi,TETBUC,Mariola negra,1,1
Pérez Zeledón,Miguel Chacón,MIGCHA,2021-03-24T00:00:00Z,9.29306948,-83.47847155,980,R. Montoya/ A.Zuñiga,Hymenoptera,Apidae,Meliponini,Trigona,fulviventris,TRIFUL,"Culo de buey, culo de señora",6,1
Pérez Zeledón,Miguel Chacón,MIGCHA,2021-03-24T00:00:00Z,9.29306948,-83.47847155,980,A. Zuñiga,Hymenoptera,Apidae,Meliponini,Trigonisca,pipioli,TRIPIP,Chupa ojos,1,1
Pérez Zeledón,Miguel Chacón,MIGCHA,2021-03-24T00:00:00Z,9.29306948,-83.47847155,980,A. Zuñiga,Homoptera,Unknown,Unknown,Unknown,Unknown,HOMSPP,Unknown,2,1
Pérez Zeledón,Miguel Chacón,MIGCHA,2021-03-24T00:00:00Z,9.29306948,-83.47847155,980,A. Zuñiga,Coleoptera,Unknown,Unknown,Unknown,Unknown,COLSPP,Unknown,1,1
Pérez Zeledón,Miguel Chacón,MIGCHA,2021-03-24T00:00:00Z,9.29306948,-83.47847155,980,A. Zuñiga,Diptera,Unknown,Unknown,Unknown,Unknown,DIPSPP,Unknown,1,1
Pérez Zeledón,Miguel Chacón,MIGCHA,2021-03-24T00:00:00Z,9.29306948,-83.47847155,980,A. Zuñiga,Hymenoptera,Halictidae,Unknown,Unknown,Unknown,HLCSPP,Unknown,1,1
Pérez Zeledón,Ramiro Valverde,RAMVAL,2021-03-23T00:00:00Z,9.28873833,-83.52194333,728,R. Montoya/ A.Zuñiga,Hymenoptera,Apidae,Apini,Apis,mellifera,APIMEL,"Abeja melifera, abeja de castilla",4,2
Pérez Zeledón,Ramiro Valverde,RAMVAL,2021-03-23T00:00:00Z,9.28873833,-83.52194333,728,R. Montoya/ A.Zuñiga,Hymenoptera,Apidae,Meliponini,Cephalotrigona,zexmeniae,CEPZEX,"Tamagá, tamagá amarillo",3,2
Pérez Zeledón,Ramiro Valverde,RAMVAL,2021-03-23T00:00:00Z,9.28873833,-83.52194333,728,R. Montoya,Hymenoptera,Apidae,Meliponini,Partamona,orizabaensis,PARORI,"Enreda pelo, atarrá de suelo",3,2
Pérez Zeledón,Ramiro Valverde,RAMVAL,2021-03-23T00:00:00Z,9.28873833,-83.52194333,728,R. Montoya/ A.Zuñiga,Hymenoptera,Apidae,Meliponini,Plebeia,jatiformis,PLEJAT,"Chupa ojos, mariola sin piquera",2,2
Pérez Zeledón,Ramiro Valverde,RAMVAL,2021-03-23T00:00:00Z,9.28873833,-83.52194333,728,R. Montoya/ A.Zuñiga/ M. Jimenez,Hymenoptera,Apidae,Meliponini,Tetragonisca,angustula,TETANG,"Mariola, mariaseca, mariquita",5,2
Pérez Zeledón,Ramiro Valverde,RAMVAL,2021-03-23T00:00:00Z,9.28873833,-83.52194333,728,R. Montoya,Hymenoptera,Apidae,Meliponini,Trigona,corvina,TRICOR,"Atarrá, arragre, enredapelos",1,2
Pérez Zeledón,Ramiro Valverde,RAMVAL,2021-03-23T00:00:00Z,9.28873833,-83.52194333,728,A. Zuñiga,Hymenoptera,Apidae,Meliponini,Trigona,fulviventris,TRIFUL,"Culo de buey, culo de señora",2,2
Pérez Zeledón,Ramiro Valverde,RAMVAL,2021-03-23T00:00:00Z,9.28873833,-83.52194333,728,R. Montoya/ A.Zuñiga/ M. Jimenez,Hymenoptera,Apidae,Meliponini,Trigona,nigerrima,TRINIG,"Atarrá, enredapelos",4,2
