farm_code,region,date,elevation_m,order,family,tribe,genus,species,codsp,common_name,abundance
41,Pérez Zeledón,2021-03-29T00:00:00Z,661,Hymenoptera,Apidae,Meliponini,Trigona,nigerrima,TRINIG,"Atarrá, enredapelos",2
42,Pérez Zeledón,2021-03-31T00:00:00Z,1393,Hymenoptera,Apidae,Apini,Apis,mellifera,APIMEL,"Abeja melifera, abeja de castilla",5
42,Pérez Zeledón,2021-03-31T00:00:00Z,1393,Hymenoptera,Apidae,Meliponini,Partamona,orizabaensis,PARORI,"Enreda pelo, atarrá de suelo",1
42,Pérez Zeledón,2021-03-31T00:00:00Z,1393,Hymenoptera,Apidae,Meliponini,Trigona,corvina,TRICOR,"Atarrá, arragre, enredapelos",4
43,Pérez Zeledón,2021-04-01T00:00:00Z,1425,Hymenoptera,Apidae,Apini,Apis,mellifera,APIMEL,"Abeja melifera, abeja de castilla",8
43,Pérez Zeledón,2021-04-01T00:00:00Z,1425,Hymenoptera,Apidae,Meliponini,Partamona,orizabaensis,PARORI,"Enreda pelo, atarrá de suelo",8
43,Pérez Zeledón,2021-04-01T00:00:00Z,1425,Hymenoptera,Apidae,Meliponini,Scaptotrigona,subobscuripennis,SCASUB,"Soncuano negro, picúsaro",1
43,Pérez Zeledón,2021-04-01T00:00:00Z,1425,Hymenoptera,Apidae,Meliponini,Tetragonisca,angustula,TETANG,"Mariola, mariaseca, mariquita",3
43,Pérez Zeledón,2021-04-01T00:00:00Z,1425,Hymenoptera,Apidae,Meliponini,Trigona,corvina,TRICOR,"Atarrá, arragre, enredapelos",16
44,Pérez Zeledón,2021-04-01T00:00:00Z,1501,Hymenoptera,Apidae,Apini,Apis,mellifera,APIMEL,"Abeja melifera, abeja de castilla",16
44,Pérez Zeledón,2021-04-01T00:00:00Z,1501,Hymenoptera,Apidae,Meliponini,Partamona,orizabaensis,PARORI,"Enreda pelo, atarrá de suelo",1
44,Pérez Zeledón,2021-04-01T00:00:00Z,1501,Hymenoptera,Apidae,Meliponini,Scaptotrigona,subobscuripennis,SCASUB,"Soncuano negro, picúsaro",1
44,Pérez Zeledón,2021-04-01T00:00:00Z,1501,Hymenoptera,Apidae,Meliponini,Tetragonisca,angustula,TETANG,"Mariola, mariaseca, mariquita",2
44,Pérez Zeledón,2021-04-01T00:00:00Z,1501,Hymenoptera,Apidae,Meliponini,Trigona,corvina,TRICOR,"Atarrá, arragre, enredapelos",5
44,Pérez Zeledón,2021-04-01T00:00:00Z,1501,Hymenoptera,Megachilidae,Unknown,Unknown,unknown,MEGSPP,Unknown,1
54,Pérez Zeledón,2021-03-24T00:00:00Z,1003,Diptera,Unknown,Unknown,Unknown,unknown,DIPSPP,Unknown,1
54,Pérez Zeledón,2021-03-24T00:00:00Z,1003,Hymenoptera,Apidae,Apini,Apis,mellifera,APIMEL,"Abeja melifera, abeja de castilla",30
54,Pérez Zeledón,2021-03-24T00:00:00Z,1003,Hymenoptera,Apidae,Meliponini,Oxytrigona,mellicolor,OXYMEL,"Peladora, mea fuego",3
54,Pérez Zeledón,2021-03-24T00:00:00Z,1003,Hymenoptera,Apidae,Meliponini,Partamona,orizabaensis,PARORI,"Enreda pelo, atarrá de suelo",6
54,Pérez Zeledón,2021-03-24T00:00:00Z,1003,Hymenoptera,Apidae,Meliponini,Tetragonisca,angustula,TETANG,"Mariola, mariaseca, mariquita",4
54,Pérez Zeledón,2021-03-24T00:00:00Z,1003,Hymenoptera,Apidae,Meliponini,Trigona,corvina,TRICOR,"Atarrá, arragre, enredapelos",3
54,Pérez Zeledón,2021-03-24T00:00:00Z,1003,Hymenoptera,Apidae,Meliponini,Trigona,fulviventris,TRIFUL,"Culo de buey, culo de señora",2
45,Pérez Zeledón,2021-04-01T00:00:00Z,1042,Hymenoptera,Apidae,Apini,Apis,mellifera,APIMEL,"Abeja melifera, abeja de castilla",32
45,Pérez Zeledón,2021-04-01T00:00:00Z,1042,Hymenoptera,Apidae,Meliponini,Plebeia,pulchra,PLEPUL,Chupa ojos,1
45,Pérez Zeledón,2021-04-01T00:00:00Z,1042,Hymenoptera,Apidae,Meliponini,Trigona,corvina,TRICOR,"Atarrá, arragre, enredapelos",4
45,Pérez Zeledón,2021-04-01T00:00:00Z,1042,Hymenoptera,Apidae,Xylocopini,Xylocopa,unknown,XYLSPP,"Chiquizá, carpintera",1
55,Pérez Zeledón,2021-03-24T00:00:00Z,980,Coleoptera,Unknown,Unknown,Unknown,unknown,COLSPP,Unknown,1
55,Pérez Zeledón,2021-03-24T00:00:00Z,980,Diptera,Unknown,Unknown,Unknown,unknown,DIPSPP,Unknown,1
55,Pérez Zeledón,2021-03-24T00:00:00Z,980,Homoptera,Unknown,Unknown,Unknown,unknown,HOMSPP,Unknown,2
55,Pérez Zeledón,2021-03-24T00:00:00Z,980,Hymenoptera,Apidae,Apini,Apis,mellifera,APIMEL,"Abeja melifera, abeja de castilla",23
55,Pérez Zeledón,2021-03-24T00:00:00Z,980,Hymenoptera,Apidae,Bombini,Bombus,melaleucus,BOMMEL,Chiquizá,1
55,Pérez Zeledón,2021-03-24T00:00:00Z,980,Hymenoptera,Apidae,Meliponini,Partamona,orizabaensis,PARORI,"Enreda pelo, atarrá de suelo",12
55,Pérez Zeledón,2021-03-24T00:00:00Z,980,Hymenoptera,Apidae,Meliponini,Tetragonisca,angustula,TETANG,"Mariola, mariaseca, mariquita",9
55,Pérez Zeledón,2021-03-24T00:00:00Z,980,Hymenoptera,Apidae,Meliponini,Tetragonisca,buchwaldi,TETBUC,Mariola negra,1
55,Pérez Zeledón,2021-03-24T00:00:00Z,980,Hymenoptera,Apidae,Meliponini,Trigona,fulviventris,TRIFUL,"Culo de buey, culo de señora",6
55,Pérez Zeledón,2021-03-24T00:00:00Z,980,Hymenoptera,Apidae,Meliponini,Trigonisca,pipioli,TRIPIP,Chupa ojos,1
55,Pérez Zeledón,2021-03-24T00:00:00Z,980,Hymenoptera,Halictidae,Unknown,Unknown,unknown,HLCSPP,Unknown,1
56,Pérez Zeledón,2021-03-23T00:00:00Z,728,Hymenoptera,Apidae,Apini,Apis,mellifera,APIMEL,"Abeja melifera, abeja de castilla",4
56,Pérez Zeledón,2021-03-23T00:00:00Z,728,Hymenoptera,Apidae,Meliponini,Cephalotrigona,zexmeniae,CEPZEX,"Tamagá, tamagá amarillo",3
56,Pérez Zeledón,2021-03-23T00:00:00Z,728,Hymenoptera,Apidae,Meliponini,Partamona,orizabaensis,PARORI,"Enreda pelo, atarrá de suelo",3
56,Pérez Zeledón,2021-03-23T00:00:00Z,728,Hymenoptera,Apidae,Meliponini,Plebeia,jatiformis,PLEJAT,"Chupa ojos, mariola sin piquera",2
56,Pérez Zeledón,2021-03-23T00:00:00Z,728,Hymenoptera,Apidae,Meliponini,Tetragonisca,angustula,TETANG,"Mariola, mariaseca, mariquita",5
56,Pérez Zeledón,2021-03-23T00:00:00Z,728,Hymenoptera,Apidae,Meliponini,Trigona,corvina,TRICOR,"Atarrá, arragre, enredapelos",1
56,Pérez Zeledón,2021-03-23T00:00:00Z,728,Hymenoptera,Apidae,Meliponini,Trigona,fulviventris,TRIFUL,"Culo de buey, culo de señora",2
56,Pérez Zeledón,2021-03-23T00:00:00Z,728,Hymenoptera,Apidae,Meliponini,Trigona,nigerrima,TRINIG,"Atarrá, enredapelos",4
46,Pérez Zeledón,2021-03-31T00:00:00Z,1004,Hymenoptera,Apidae,Apini,Apis,mellifera,APIMEL,"Abeja melifera, abeja de castilla",6
57,Pérez Zeledón,2021-03-24T00:00:00Z,866,Hymenoptera,Apidae,Apini,Apis,mellifera,APIMEL,"Abeja melifera, abeja de castilla",21
57,Pérez Zeledón,2021-03-24T00:00:00Z,866,Hymenoptera,Apidae,Meliponini,Partamona,orizabaensis,PARORI,"Enreda pelo, atarrá de suelo",1
57,Pérez Zeledón,2021-03-24T00:00:00Z,866,Hymenoptera,Apidae,Meliponini,Trigona,fulviventris,TRIFUL,"Culo de buey, culo de señora",2
57,Pérez Zeledón,2021-03-24T00:00:00Z,866,Hymenoptera,Apidae,Meliponini,Trigona,nigerrima,TRINIG,"Atarrá, enredapelos",1
58,Pérez Zeledón,2021-03-24T00:00:00Z,1025,Hymenoptera,Apidae,Apini,Apis,mellifera,APIMEL,"Abeja melifera, abeja de castilla",15
58,Pérez Zeledón,2021-03-24T00:00:00Z,1025,Hymenoptera,Apidae,Meliponini,Plebeia,llorentei,PLELLO,Chupa ojos,1
58,Pérez Zeledón,2021-03-24T00:00:00Z,1025,Hymenoptera,Halictidae,Unknown,Unknown,unknown,HLCSPP,Unknown,1
59,Pérez Zeledón,2021-03-25T00:00:00Z,648,Hymenoptera,Apidae,Apini,Apis,mellifera,APIMEL,"Abeja melifera, abeja de castilla",9
59,Pérez Zeledón,2021-03-25T00:00:00Z,648,Hymenoptera,Apidae,Meliponini,Plebeia,frontalis,PLEFRO,Chupa ojos,1
59,Pérez Zeledón,2021-03-25T00:00:00Z,648,Hymenoptera,Apidae,Meliponini,Tetragonisca,angustula,TETANG,"Mariola, mariaseca, mariquita",1
59,Pérez Zeledón,2021-03-25T00:00:00Z,648,Hymenoptera,Apidae,Meliponini,Trigona,nigerrima,TRINIG,"Atarrá, enredapelos",1
59,Pérez Zeledón,2021-03-25T00:00:00Z,648,Hymenoptera,Halictidae,Unknown,Unknown,unknown,HLCSPP,Unknown,2
59,Pérez Zeledón,2021-03-25T00:00:00Z,648,Orthoptera,Unknown,Unknown,Unknown,unknown,ORTSPP,Unknown,1
47,Pérez Zeledón,2021-03-30T00:00:00Z,932,Hymenoptera,Apidae,Apini,Apis,mellifera,APIMEL,"Abeja melifera, abeja de castilla",21
47,Pérez Zeledón,2021-03-30T00:00:00Z,932,Hymenoptera,Apidae,Meliponini,Partamona,orizabaensis,PARORI,"Enreda pelo, atarrá de suelo",1
47,Pérez Zeledón,2021-03-30T00:00:00Z,932,Hymenoptera,Apidae,Meliponini,Tetragonisca,angustula,TETANG,"Mariola, mariaseca, mariquita",1
47,Pérez Zeledón,2021-03-30T00:00:00Z,932,Hymenoptera,Apidae,Meliponini,Tetragonisca,buchwaldi,TETBUC,Mariola negra,6
47,Pérez Zeledón,2021-03-30T00:00:00Z,932,Hymenoptera,Apidae,Meliponini,Trigona,fulviventris,TRIFUL,"Culo de buey, culo de señora",2
47,Pérez Zeledón,2021-03-30T00:00:00Z,932,Hymenoptera,Apidae,Meliponini,Trigona,silvestriana,TRISIL,"Atarrá, arragre",1
60,Pérez Zeledón,2021-03-25T00:00:00Z,799,Diptera,Unknown,Unknown,Unknown,unknown,DIPSPP,Unknown,2
60,Pérez Zeledón,2021-03-25T00:00:00Z,799,Hymenoptera,Apidae,Apini,Apis,mellifera,APIMEL,"Abeja melifera, abeja de castilla",10
60,Pérez Zeledón,2021-03-25T00:00:00Z,799,Hymenoptera,Apidae,Meliponini,Oxytrigona,mellicolor,OXYMEL,"Peladora, mea fuego",1
60,Pérez Zeledón,2021-03-25T00:00:00Z,799,Hymenoptera,Apidae,Meliponini,Partamona,orizabaensis,PARORI,"Enreda pelo, atarrá de suelo",8
60,Pérez Zeledón,2021-03-25T00:00:00Z,799,Hymenoptera,Apidae,Meliponini,Plebeia,frontalis,PLEFRO,Chupa ojos,1
60,Pérez Zeledón,2021-03-25T00:00:00Z,799,Hymenoptera,Apidae,Meliponini,Plebeia,llorentei,PLELLO,Chupa ojos,1
60,Pérez Zeledón,2021-03-25T00:00:00Z,799,Hymenoptera,Apidae,Meliponini,Scaptotrigona,pectoralis,SCAPEC,Soncuano,1
60,Pérez Zeledón,2021-03-25T00:00:00Z,799,Hymenoptera,Apidae,Meliponini,Scaura,argyrea,SCAARG,Mariola negra,2
60,Pérez Zeledón,2021-03-25T00:00:00Z,799,Hymenoptera,Apidae,Meliponini,Tetragona,perangulata,TETPER,"Mariolón sin piquera, cebrita",1
60,Pérez Zeledón,2021-03-25T00:00:00Z,799,Hymenoptera,Apidae,Meliponini,Tetragonisca,angustula,TETANG,"Mariola, mariaseca, mariquita",6
60,Pérez Zeledón,2021-03-25T00:00:00Z,799,Hymenoptera,Apidae,Meliponini,Trigona,corvina,TRICOR,"Atarrá, arragre, enredapelos",5
60,Pérez Zeledón,2021-03-25T00:00:00Z,799,Hymenoptera,Apidae,Meliponini,Trigona,fulviventris,TRIFUL,"Culo de buey, culo de señora",1
60,Pérez Zeledón,2021-03-25T00:00:00Z,799,Hymenoptera,Apidae,Meliponini,Trigonisca,pipioli,TRIPIP,Chupa ojos,1
113,Turrialba,NA,716,Hymenoptera,Apidae,Meliponini,Paratrigona,ornaticeps,PARORN,Limoncito,1
113,Turrialba,NA,716,Hymenoptera,Apidae,Meliponini,Tetragonisca,angustula,TETANG,"Mariola, mariaseca, mariquita",3
113,Turrialba,NA,716,Hymenoptera,Apidae,Meliponini,Trigona,corvina,TRICOR,"Atarrá, arragre, enredapelos",1
113,Turrialba,NA,716,Hymenoptera,Apidae,Meliponini,Trigona,nigerrima,TRINIG,"Atarrá, enredapelos",1
113,Turrialba,NA,716,Hymenoptera,Apidae,Meliponini,Trigonisca,pipioli,TRIPIP,Chupa ojos,1
114,Turrialba,NA,872,Hymenoptera,Apidae,Meliponini,Nannotrigona,perilampoides,NANPER,"Chicopipe, conguita",2
114,Turrialba,NA,872,Hymenoptera,Apidae,Meliponini,Partamona,orizabaensis,PARORI,"Enreda pelo, atarrá de suelo",3
114,Turrialba,NA,872,Hymenoptera,Apidae,Meliponini,Tetragonisca,angustula,TETANG,"Mariola, mariaseca, mariquita",4
114,Turrialba,NA,872,Hymenoptera,Apidae,Meliponini,Trigona,corvina,TRICOR,"Atarrá, arragre, enredapelos",11
114,Turrialba,NA,872,Hymenoptera,Apidae,Meliponini,Trigona,fulviventris,TRIFUL,"Culo de buey, culo de señora",2
115,Turrialba,NA,791,Hymenoptera,Apidae,Meliponini,Nannotrigona,perilampoides,NANPER,"Chicopipe, conguita",1
115,Turrialba,NA,791,Hymenoptera,Apidae,Meliponini,Partamona,musarum,PARMUS,Unknown,5
115,Turrialba,NA,791,Hymenoptera,Apidae,Meliponini,Partamona,orizabaensis,PARORI,"Enreda pelo, atarrá de suelo",1
115,Turrialba,NA,791,Hymenoptera,Apidae,Meliponini,Plebeia,frontalis,PLEFRO,Chupa ojos,1
115,Turrialba,NA,791,Hymenoptera,Apidae,Meliponini,Scaptotrigona,pectoralis,SCAPEC,Soncuano,4
115,Turrialba,NA,791,Hymenoptera,Apidae,Meliponini,Tetragonisca,angustula,TETANG,"Mariola, mariaseca, mariquita",2
115,Turrialba,NA,791,Hymenoptera,Apidae,Meliponini,Trigona,corvina,TRICOR,"Atarrá, arragre, enredapelos",1
115,Turrialba,NA,791,Hymenoptera,Apidae,Meliponini,Trigona,fulviventris,TRIFUL,"Culo de buey, culo de señora",2
115,Turrialba,NA,791,Hymenoptera,Apidae,Meliponini,Trigona,nigerrima,TRINIG,"Atarrá, enredapelos",1
115,Turrialba,NA,791,Hymenoptera,Apidae,Meliponini,Trigonisca,pipioli,TRIPIP,Chupa ojos,1
115,Turrialba,NA,791,Hymenoptera,Halictidae,Halictini,Unknown,unknown,HLCSPP,Unknown,1
116,Turrialba,NA,795,Hymenoptera,Apidae,Apini,Apis,mellifera,APIMEL,"Abeja melifera, abeja de castilla",1
116,Turrialba,NA,795,Hymenoptera,Apidae,Meliponini,Nannotrigona,perilampoides,NANPER,"Chicopipe, conguita",6
116,Turrialba,NA,795,Hymenoptera,Apidae,Meliponini,Partamona,orizabaensis,PARORI,"Enreda pelo, atarrá de suelo",2
116,Turrialba,NA,795,Hymenoptera,Apidae,Meliponini,Scaptotrigona,pectoralis,SCAPEC,Soncuano,5
116,Turrialba,NA,795,Hymenoptera,Apidae,Meliponini,Tetragonisca,angustula,TETANG,"Mariola, mariaseca, mariquita",2
116,Turrialba,NA,795,Hymenoptera,Apidae,Meliponini,Trigona,cilipes,TRICIL,Unknown,1
117,Turrialba,NA,887,Hymenoptera,Apidae,Meliponini,Nannotrigona,perilampoides,NANPER,"Chicopipe, conguita",4
117,Turrialba,NA,887,Hymenoptera,Apidae,Meliponini,Nogueirapis,mirandula,NOGMIR,Unknown,1
117,Turrialba,NA,887,Hymenoptera,Apidae,Meliponini,Oxytrigona,mellicolor,OXYMEL,"Peladora, mea fuego",3
117,Turrialba,NA,887,Hymenoptera,Apidae,Meliponini,Partamona,orizabaensis,PARORI,"Enreda pelo, atarrá de suelo",7
117,Turrialba,NA,887,Hymenoptera,Apidae,Meliponini,Plebeia,frontalis,PLEFRO,Chupa ojos,1
117,Turrialba,NA,887,Hymenoptera,Apidae,Meliponini,Scaptotrigona,pectoralis,SCAPEC,Soncuano,6
117,Turrialba,NA,887,Hymenoptera,Apidae,Meliponini,Scaura,argyrea,SCAARG,Mariola negra,2
117,Turrialba,NA,887,Hymenoptera,Apidae,Meliponini,Tetragonisca,angustula,TETANG,"Mariola, mariaseca, mariquita",6
117,Turrialba,NA,887,Hymenoptera,Apidae,Meliponini,Trigona,fulviventris,TRIFUL,"Culo de buey, culo de señora",3
117,Turrialba,NA,887,Hymenoptera,Apidae,Meliponini,Trigona,nigerrima,TRINIG,"Atarrá, enredapelos",3
117,Turrialba,NA,887,Hymenoptera,Apidae,Meliponini,Trigona,silvestriana,TRISIL,"Atarrá, arragre",1
118,Turrialba,NA,1026,Hymenoptera,Apidae,Apini,Apis,mellifera,APIMEL,"Abeja melifera, abeja de castilla",3
118,Turrialba,NA,1026,Hymenoptera,Apidae,Meliponini,Geotrigona,lutzi,GEOLUT,Abeja de tierra,1
118,Turrialba,NA,1026,Hymenoptera,Apidae,Meliponini,Partamona,orizabaensis,PARORI,"Enreda pelo, atarrá de suelo",2
118,Turrialba,NA,1026,Hymenoptera,Apidae,Meliponini,Scaptotrigona,pectoralis,SCAPEC,Soncuano,3
118,Turrialba,NA,1026,Hymenoptera,Apidae,Meliponini,Scaura,argyrea,SCAARG,Mariola negra,1
118,Turrialba,NA,1026,Hymenoptera,Apidae,Meliponini,Tetragonisca,angustula,TETANG,"Mariola, mariaseca, mariquita",4
118,Turrialba,NA,1026,Hymenoptera,Apidae,Meliponini,Trigona,corvina,TRICOR,"Atarrá, arragre, enredapelos",1
118,Turrialba,NA,1026,Hymenoptera,Apidae,Meliponini,Trigona,fulviventris,TRIFUL,"Culo de buey, culo de señora",3
118,Turrialba,NA,1026,Hymenoptera,Apidae,Meliponini,Trigona,nigerrima,TRINIG,"Atarrá, enredapelos",1
118,Turrialba,NA,1026,Hymenoptera,Apidae,Meliponini,Trigona,silvestriana,TRISIL,"Atarrá, arragre",1
119,Turrialba,NA,740,Hymenoptera,Apidae,Apini,Apis,mellifera,APIMEL,"Abeja melifera, abeja de castilla",4
119,Turrialba,NA,740,Hymenoptera,Apidae,Meliponini,Tetragonisca,angustula,TETANG,"Mariola, mariaseca, mariquita",3
119,Turrialba,NA,740,Hymenoptera,Apidae,Meliponini,Trigona,corvina,TRICOR,"Atarrá, arragre, enredapelos",7
119,Turrialba,NA,740,Hymenoptera,Apidae,Meliponini,Trigona,nigerrima,TRINIG,"Atarrá, enredapelos",2
120,Turrialba,NA,672,Hymenoptera,Apidae,Apini,Apis,mellifera,APIMEL,"Abeja melifera, abeja de castilla",14
120,Turrialba,NA,672,Hymenoptera,Apidae,Meliponini,Geotrigona,lutzi,GEOLUT,Abeja de tierra,1
120,Turrialba,NA,672,Hymenoptera,Apidae,Meliponini,Partamona,orizabaensis,PARORI,"Enreda pelo, atarrá de suelo",1
120,Turrialba,NA,672,Hymenoptera,Apidae,Meliponini,Scaura,argyrea,SCAARG,Mariola negra,1
120,Turrialba,NA,672,Hymenoptera,Apidae,Meliponini,Tetragonisca,angustula,TETANG,"Mariola, mariaseca, mariquita",1
120,Turrialba,NA,672,Hymenoptera,Apidae,Meliponini,Trigona,unknown,TRISPP,Unknown,1
120,Turrialba,NA,672,Hymenoptera,Apidae,Meliponini,Trigona,nigerrima,TRINIG,"Atarrá, enredapelos",1
120,Turrialba,NA,672,Hymenoptera,Apidae,Xylocopini,Xylocopa,unknown,XYLSPP,"Chiquizá, carpintera",1
120,Turrialba,NA,672,Hymenoptera,Halictidae,Halictini,Lasioglossum,unknown,LASSPP,Unknown,1
121,Turrialba,NA,959,Hymenoptera,Apidae,Meliponini,Nannotrigona,perilampoides,NANPER,"Chicopipe, conguita",1
121,Turrialba,NA,959,Hymenoptera,Apidae,Meliponini,Paratrigona,lophocoryphe,PARLOP,Limoncito,1
121,Turrialba,NA,959,Hymenoptera,Apidae,Meliponini,Paratrigona,opaca,PAROPA,Limoncito,1
121,Turrialba,NA,959,Hymenoptera,Apidae,Meliponini,Partamona,musarum,PARMUS,Unknown,2
121,Turrialba,NA,959,Hymenoptera,Apidae,Meliponini,Partamona,orizabaensis,PARORI,"Enreda pelo, atarrá de suelo",2
121,Turrialba,NA,959,Hymenoptera,Apidae,Meliponini,Plebeia,jatiformis,PLEJAT,"Chupa ojos, mariola sin piquera",2
121,Turrialba,NA,959,Hymenoptera,Apidae,Meliponini,Tetragonisca,angustula,TETANG,"Mariola, mariaseca, mariquita",2
121,Turrialba,NA,959,Hymenoptera,Apidae,Meliponini,Trigona,corvina,TRICOR,"Atarrá, arragre, enredapelos",1
121,Turrialba,NA,959,Hymenoptera,Apidae,Meliponini,Trigona,nigerrima,TRINIG,"Atarrá, enredapelos",1
121,Turrialba,NA,959,Hymenoptera,Apidae,Meliponini,Trigonisca,pipioli,TRIPIP,Chupa ojos,2
121,Turrialba,NA,959,Hymenoptera,Halictidae,Halictini,Unknown,unknown,HLCSPP,Unknown,1
122,Turrialba,NA,826,Hymenoptera,Apidae,Meliponini,Cephalotrigona,zexmeniae,CEPZEX,"Tamagá, tamagá amarillo",3
122,Turrialba,NA,826,Hymenoptera,Apidae,Meliponini,Melipona,costaricensis,MELCOS,"Jicote barcino, ocular",1
122,Turrialba,NA,826,Hymenoptera,Apidae,Meliponini,Nannotrigona,perilampoides,NANPER,"Chicopipe, conguita",2
122,Turrialba,NA,826,Hymenoptera,Apidae,Meliponini,Oxytrigona,mellicolor,OXYMEL,"Peladora, mea fuego",1
122,Turrialba,NA,826,Hymenoptera,Apidae,Meliponini,Partamona,orizabaensis,PARORI,"Enreda pelo, atarrá de suelo",1
122,Turrialba,NA,826,Hymenoptera,Apidae,Meliponini,Scaptotrigona,pectoralis,SCAPEC,Soncuano,1
122,Turrialba,NA,826,Hymenoptera,Apidae,Meliponini,Tetragonisca,angustula,TETANG,"Mariola, mariaseca, mariquita",2
122,Turrialba,NA,826,Hymenoptera,Apidae,Meliponini,Trigona,corvina,TRICOR,"Atarrá, arragre, enredapelos",2
122,Turrialba,NA,826,Hymenoptera,Apidae,Meliponini,Trigona,fulviventris,TRIFUL,"Culo de buey, culo de señora",1
123,Turrialba,NA,920,Hymenoptera,Apidae,Meliponini,Melipona,costaricensis,MELCOS,"Jicote barcino, ocular",1
123,Turrialba,NA,920,Hymenoptera,Apidae,Meliponini,Partamona,musarum,PARMUS,Unknown,2
123,Turrialba,NA,920,Hymenoptera,Apidae,Meliponini,Scaptotrigona,pectoralis,SCAPEC,Soncuano,1
123,Turrialba,NA,920,Hymenoptera,Apidae,Meliponini,Tetragonisca,angustula,TETANG,"Mariola, mariaseca, mariquita",3
123,Turrialba,NA,920,Hymenoptera,Apidae,Meliponini,Trigona,corvina,TRICOR,"Atarrá, arragre, enredapelos",4
123,Turrialba,NA,920,Hymenoptera,Apidae,Meliponini,Trigona,fulviventris,TRIFUL,"Culo de buey, culo de señora",2
123,Turrialba,NA,920,Hymenoptera,Apidae,Meliponini,Trigona,silvestriana,TRISIL,"Atarrá, arragre",1
124,Turrialba,NA,900,Hymenoptera,Apidae,Apini,Apis,mellifera,APIMEL,"Abeja melifera, abeja de castilla",2
124,Turrialba,NA,900,Hymenoptera,Apidae,Meliponini,Partamona,orizabaensis,PARORI,"Enreda pelo, atarrá de suelo",2
124,Turrialba,NA,900,Hymenoptera,Apidae,Meliponini,Scaura,argyrea,SCAARG,Mariola negra,1
124,Turrialba,NA,900,Hymenoptera,Apidae,Meliponini,Tetragonisca,angustula,TETANG,"Mariola, mariaseca, mariquita",3
124,Turrialba,NA,900,Hymenoptera,Apidae,Meliponini,Trigona,corvina,TRICOR,"Atarrá, arragre, enredapelos",8
124,Turrialba,NA,900,Hymenoptera,Apidae,Meliponini,Trigona,nigerrima,TRINIG,"Atarrá, enredapelos",3
124,Turrialba,NA,900,Hymenoptera,Halictidae,Halictini,Halictus,unknown,HALSPP,Unknown,1
125,Turrialba,NA,1110,Hymenoptera,Apidae,Apini,Apis,mellifera,APIMEL,"Abeja melifera, abeja de castilla",1
125,Turrialba,NA,1110,Hymenoptera,Apidae,Bombini,Bombus,melaleucus,BOMMEL,Chiquizá,1
125,Turrialba,NA,1110,Hymenoptera,Apidae,Meliponini,Partamona,orizabaensis,PARORI,"Enreda pelo, atarrá de suelo",2
125,Turrialba,NA,1110,Hymenoptera,Apidae,Meliponini,Tetragonisca,angustula,TETANG,"Mariola, mariaseca, mariquita",1
125,Turrialba,NA,1110,Hymenoptera,Apidae,Meliponini,Trigona,fulviventris,TRIFUL,"Culo de buey, culo de señora",4
125,Turrialba,NA,1110,Hymenoptera,Apidae,Meliponini,Trigona,silvestriana,TRISIL,"Atarrá, arragre",1
126,Turrialba,NA,673,Hymenoptera,Apidae,Apini,Apis,mellifera,APIMEL,"Abeja melifera, abeja de castilla",2
126,Turrialba,NA,673,Hymenoptera,Apidae,Meliponini,Nannotrigona,perilampoides,NANPER,"Chicopipe, conguita",3
126,Turrialba,NA,673,Hymenoptera,Apidae,Meliponini,Partamona,musarum,PARMUS,Unknown,7
126,Turrialba,NA,673,Hymenoptera,Apidae,Meliponini,Plebeia,unknown,PLESPP,Chupa ojos,1
126,Turrialba,NA,673,Hymenoptera,Apidae,Meliponini,Plebeia,frontalis,PLEFRO,Chupa ojos,2
126,Turrialba,NA,673,Hymenoptera,Apidae,Meliponini,Scaura,argyrea,SCAARG,Mariola negra,2
126,Turrialba,NA,673,Hymenoptera,Apidae,Meliponini,Tetragonisca,angustula,TETANG,"Mariola, mariaseca, mariquita",5
126,Turrialba,NA,673,Hymenoptera,Apidae,Meliponini,Trigona,corvina,TRICOR,"Atarrá, arragre, enredapelos",6
126,Turrialba,NA,673,Hymenoptera,Apidae,Meliponini,Trigona,fulviventris,TRIFUL,"Culo de buey, culo de señora",1
127,Turrialba,NA,842,Hymenoptera,Apidae,Meliponini,Partamona,orizabaensis,PARORI,"Enreda pelo, atarrá de suelo",1
127,Turrialba,NA,842,Hymenoptera,Apidae,Meliponini,Scaptotrigona,pectoralis,SCAPEC,Soncuano,2
127,Turrialba,NA,842,Hymenoptera,Apidae,Meliponini,Tetragonisca,angustula,TETANG,"Mariola, mariaseca, mariquita",4
127,Turrialba,NA,842,Hymenoptera,Apidae,Meliponini,Trigona,fulviventris,TRIFUL,"Culo de buey, culo de señora",1
128,Turrialba,NA,875,Hymenoptera,Apidae,Apini,Apis,mellifera,APIMEL,"Abeja melifera, abeja de castilla",1
128,Turrialba,NA,875,Hymenoptera,Apidae,Meliponini,Nannotrigona,perilampoides,NANPER,"Chicopipe, conguita",1
128,Turrialba,NA,875,Hymenoptera,Apidae,Meliponini,Partamona,orizabaensis,PARORI,"Enreda pelo, atarrá de suelo",2
128,Turrialba,NA,875,Hymenoptera,Apidae,Meliponini,Plebeia,frontalis,PLEFRO,Chupa ojos,1
128,Turrialba,NA,875,Hymenoptera,Apidae,Meliponini,Scaptotrigona,pectoralis,SCAPEC,Soncuano,1
128,Turrialba,NA,875,Hymenoptera,Apidae,Meliponini,Tetragona,ziegleri,TETZIE,"Mariolón, miel de leche, baba de buey",2
